1148512,46848,assets/ge007.j.118660.jfont_chardata.bin,0,0
9043488,11680,assets/obseg/setup/j/Ump_setuparchZ.bin,1,1
9167664,7216,assets/obseg/setup/j/UsetupcradZ.bin,1,1
9211984,9040,assets/obseg/setup/j/UsetupdestZ.bin,1,1
9221024,14096,assets/obseg/setup/j/UsetupjunZ.bin,1,1
9235120,1520,assets/obseg/setup/j/UsetuplenZ.bin,1,1
9305360,10944,assets/obseg/setup/j/UsetupsiloZ.bin,1,1
9316304,10192,assets/obseg/setup/j/UsetupstatueZ.bin,1,1
9326496,12864,assets/obseg/setup/j/UsetuptraZ.bin,1,1
9344096,1440,assets/obseg/text/j/LarecJ.bin,1,0
9347232,1680,assets/obseg/text/j/LarkJ.bin,1,0
9350032,1104,assets/obseg/text/j/LaztJ.bin,1,1
9354544,1184,assets/obseg/text/j/LcradJ.bin,1,0
9356320,672,assets/obseg/text/j/LcrypJ.bin,1,0
9358096,1104,assets/obseg/text/j/LdamJ.bin,1,0
9360080,816,assets/obseg/text/j/LdepoJ.bin,1,0
9365104,1856,assets/obseg/text/j/LgunJ.bin,1,0
9368304,1328,assets/obseg/text/j/LjunJ.bin,1,0
9371376,1824,assets/obseg/text/j/LlenJ.bin,1,1
9373952,704,assets/obseg/text/j/LmiscJ.bin,1,0
9375072,416,assets/obseg/text/j/LmpmenuJ.bin,1,0
9375680,208,assets/obseg/text/j/LmpweaponsJ.bin,1,0
9376480,576,assets/obseg/text/j/LoptionsJ.bin,1,0
9378240,1136,assets/obseg/text/j/LpeteJ.bin,1,0
9380048,672,assets/obseg/text/j/LpropobjJ.bin,1,0
9383440,1296,assets/obseg/text/j/LsevJ.bin,1,0
9386608,2032,assets/obseg/text/j/LsevbJ.bin,1,1
9389760,976,assets/obseg/text/j/LsevxJ.bin,1,0
9394496,1520,assets/obseg/text/j/LsiloJ.bin,1,0
9398352,2128,assets/obseg/text/j/LstatJ.bin,1,1
9403312,3056,assets/obseg/text/j/LtitleJ.bin,1,0
9407440,1104,assets/obseg/text/j/LtraJ.bin,1,0
